cue_en,target_en,Issue,condition,route_cue_zh,route_target_zh,cue_duplicated,target_duplicated,has_duplicate,str_en,"str_zh, alignment weighted",str_zh,rw_en,"rw_zh, alignment weighted",cnt_en,"cnt_zh, alignment weighted",cnt_zh,route_cue_rcs,route_target_rcs,route_cue_w,route_target_w,route_cue_other_translations,route_target_other_translations,cov_distance,cue_len,target_len,cue_zh,target_zh,cue_sim_cos_rw,target_sim_cos_rw,pair_sim_cos_rw,cue_sim_cos_str,target_sim_cos_str,pair_sim_cos_str,changed,reason
media,mass,No replacement,M-E+,,,False,True,True,0.0241545885801315,0.0,,0.0599917657673359,0.0185707062482834,5.0,0.0,,,,,,,,0.519014592873612,5,4,媒体,大多数,0.7705258,0.6085891,0.68955743,0.5171616,0.17297293,0.34506726,,
milk,liquid,,M+E+,牛奶,液体,False,False,False,0.0191082805395126,0.0132743362337351,0.02654867246747017,0.231413021683693,0.150000005960464,3.0,1.5,3.0,0.617776393890381,0.60363894701004,0.5,1.0,"[{'zh': '奶', 'rcs': 0.5055748224258423, 'w': 0.5}]",[],1.35023611617007,4,6,牛奶,液体,0.8443462,0.8113278,0.827837,0.17669687,0.6550811,0.41588897,y,global uniqueness
milk,mum,,M+E-,奶,妈,False,False,False,0.0,0.0107216406613588,0.0366972461342812,0.0409995764493942,0.06512351334095,0.0,1.16865885257721,4.0,0.505574822425842,0.376271456480026,0.5,0.584329426288605,"[{'zh': '牛奶', 'rcs': 0.6177763938903809, 'w': 0.5}]","[{'zh': '妈妈', 'rcs': 0.4451901316642761, 'w': 0.41567056225558385}]",0.970604203809496,4,3,牛奶,妈,0.8443462,0.72782457,0.78608537,0.17669687,0.3069125,0.24180469,,
milk,baby,,M-E+,,,False,False,False,0.0254777073860168,0.0,,0.0674977153539658,0.0239605698734522,4.0,0.0,,,,,,,,1.34481243444943,4,4,牛奶,小孩,0.8443462,0.73960555,0.79197586,0.17669687,0.19951873,0.18810779,,
pier,boat,,M+E+,码头,船,False,False,False,0.125683054327965,0.0723898410797119,0.215909093618393,0.47723987698555,0.318866521120071,23.0,6.37030601501465,19.0,0.583780586719513,0.562246561050415,1.0,0.335279256105423,[],"[{'zh': '小船', 'rcs': 0.533439040184021, 'w': 0.6647207355631239}]",1.47827147113352,4,4,码头,小船,0.7989633,0.82973105,0.81434715,0.23891924,0.2317743,0.23534676,,
pier,worker,No replacement,M+E-,码头,工人,False,False,False,0.0,0.0146735077723861,0.0340909101068974,0.0281621739268303,0.0437309630215168,0.0,1.29126858711243,3.0,0.583780586719513,0.452265560626984,1.0,0.430422872304916,[],"[{'zh': '雇员', 'rcs': 0.3635508120059967, 'w': 0.24003656820420624}, {'zh': '员工', 'rcs': 0.4414107203483581, 'w': 0.23406585525535825}, {'zh': '人员', 'rcs': 0.2698992788791656, 'w': 0.09547470990835677}]",1.00949875400977,4,6,码头,工人,0.7989633,0.72683734,0.76290035,0.23891924,0.21142602,0.22517264,,
pier,wood,No replacement,M-E+,,,False,True,True,0.0218579228967428,0.0,,0.109379626810551,0.0179302506148815,4.0,0.0,,,,,,,,0.794639522187017,4,4,码头,林地,0.7989633,0.72057724,0.7597703,0.23891924,0.37188697,0.3054031,,
post,letter,,M+E+,邮政,信件,False,True,True,0.0495495460927486,0.0125994738191366,0.031578946858644485,0.376313805580139,0.346065431833267,11.0,1.19694995880127,3.0,0.205742284655571,0.459289312362671,1.0,0.398983329534531,[],"[{'zh': '书信', 'rcs': 0.4381456077098846, 'w': 0.601016682430027}]",1.15642635336154,4,6,邮政,书信,0.6693432,0.72047174,0.6949074,0.055568572,0.36632788,0.21094823,y,collocation
post,slow,,M+E-,邮政,慢,False,False,False,0.0,0.126315787434578,0.126315787434578,0.0410152673721314,0.150999993085861,0.0,12.0,12.0,0.205742284655571,0.352245062589645,1.0,1.0,[],[],1.06003665729132,4,4,邮政,慢,0.6693432,0.7629393,0.7161412,0.055568572,0.34552816,0.20054837,,
post,pole,,M-E+,,,False,False,False,0.0405405424535275,0.0,,0.105507336556911,0.011400000192225,9.0,0.0,,,,,,,,0.612387466214634,4,4,邮政,杆,0.6693432,0.7120809,0.69071203,0.055568572,0.0055285897,0.03054858,,
