id,cue_en,target_en,condition,cue_zh,target_zh,cue_len,target_len,rw_en,"rw_zh, alignment weighted",str_en,"str_zh, alignment weighted",cnt_en,"cnt_zh, alignment weighted",route_cue_zh,route_target_zh,route_cue_rcs,route_target_rcs,route_cue_w,route_target_w,route_s_zh,route_cue_other_translations,route_target_other_translations,cue_sim_cos_rw,target_sim_cos_rw,pair_sim_cos_rw,cue_sim_cos_str,target_sim_cos_str,pair_sim_cos_str,cov_distance
48,cannon,weapon,M+E+,大炮,凶器,6,6,0.3683567941188812,0.17270594835281372,0.055276382714509964,0.020697085186839104,11.0,1.779949426651001,大炮,武器,0.4868981540203094,0.4844430685043335,1.0,0.2542784810066223,0.08139535039663315,[],"[{'zh': '凶器', 'rcs': 0.2454517632722854, 'w': 0.5076603114202342}, {'zh': '兵器', 'rcs': 0.4094533324241638, 'w': 0.16383712565252684}, {'zh': '工具', 'rcs': 0.2591533958911896, 'w': 0.07422409669575192}]",0.7808657,0.7073319,0.7440988,0.24590074,0.6664765,0.45618862,0.9073439622456951
49,cannon,airplane,M+E-,大炮,飞机,6,8,0.0480201281607151,0.16910000145435333,0.0,0.04651162773370743,0.0,4.0,大炮,飞机,0.4868981540203094,0.4810656905174255,1.0,1.0,0.04651162773370743,[],[],0.7808657,0.8041768,0.79252124,0.24590074,0.548523,0.39721188,0.9909127755244306
50,cannon,camera,M-E+,大炮,相机,6,6,0.08871393650770187,0.014233333989977837,0.04020100459456444,0.0,8.0,0.0,,,,,,,,,,0.7808657,0.7588961,0.7698809,0.24590074,0.55002904,0.3979649,1.0341331367861928
51,cell,phone,M+E+,细胞,电话,4,5,0.2760106027126312,0.03960262984037399,0.2198275923728943,0.020449677482247353,51.0,1.513276219367981,电池,手机,0.3752782046794891,0.4162161350250244,0.3265281617641449,0.3310316503047943,0.18918919563293457,"[{'zh': '细胞', 'rcs': 0.5658032298088074, 'w': 0.6734718358099498}]","[{'zh': '电话', 'rcs': 0.4296647608280182, 'w': 0.6689683530984972}]",0.69735515,0.7446308,0.720993,0.19988123,0.08842685,0.14415404,1.0678754603764113
52,cell,split,M+E-,细胞,分裂,4,5,0.042959898710250854,0.09205140918493271,0.0,0.013967393897473812,0.0,1.2430980205535889,细胞,分裂,0.5658032298088074,0.2465959638357162,0.6734718084335327,0.4614514112472534,0.04494382068514824,"[{'zh': '电池', 'rcs': 0.3752782046794891, 'w': 0.3265281641900501}]","[{'zh': '分离', 'rcs': 0.2221004962921142, 'w': 0.27476371614688927}, {'zh': '分开', 'rcs': 0.2601527571678161, 'w': 0.26378487540017903}]",0.69735515,0.68003774,0.68869644,0.19988123,0.08168606,0.14078364,0.687759018478743
53,cell,jail,M-E+,细胞,监狱,4,4,0.21122011542320251,0.010893238708376884,0.12068965286016464,0.0,28.0,0.0,,,,,,,,,,0.69735515,0.78983456,0.7435949,0.19988123,0.33836442,0.26912284,0.39156232258412793
54,cellar,wine,M+E+,地窖,红酒,6,4,0.19139467179775238,0.10992316156625748,0.3195266127586365,0.014402813278138638,54.0,1.5122953653335571,地窖,酒,0.5133994817733765,0.5839354395866394,0.7117900252342224,0.11803538352251053,0.17142857611179352,"[{'zh': '地下室', 'rcs': 0.4973924160003662, 'w': 0.2882099641173327}]","[{'zh': '红酒', 'rcs': 0.6238476037979126, 'w': 0.44098230964746854}, {'zh': '葡萄酒', 'rcs': 0.5747804641723633, 'w': 0.44098230964746854}]",0.75148815,0.82116216,0.78632516,0.15617557,0.25448346,0.20532951,1.4017753951392662
55,cellar,liquor,M+E-,地窖,酒,6,6,0.0692436620593071,0.18050995469093323,0.0,0.1220211535692215,0.0,12.812220573425293,地窖,酒,0.5133994817733765,0.4539623856544494,0.7117900252342224,1.0,0.17142857611179352,"[{'zh': '地下室', 'rcs': 0.4973924160003662, 'w': 0.2882099641173327}]",[],0.75148815,0.80507517,0.7782817,0.15617557,0.6628885,0.40953204,0.33409955310417266
56,cellar,bottom,M-E+,地窖,底部,6,6,0.18840007483959198,0.035322628915309906,0.017751479521393776,0.0,3.0,0.0,,,,,,,,,,0.75148815,0.69940823,0.7254482,0.15617557,0.3808172,0.2684964,0.9893420914713142
57,chips,potato,M+E+,薯片,马铃薯,5,6,0.4689476788043976,0.14011156558990479,0.20624999701976776,0.019134650006890297,33.0,2.162215232849121,薯片,土豆,0.4061576426029205,0.5999026298522949,0.3931300640106201,0.5,0.09734513610601425,"[{'zh': '薯条', 'rcs': 0.4132479429244995, 'w': 0.39313006220577895}, {'zh': '片', 'rcs': 0.2534704208374023, 'w': 0.21373987558844212}]","[{'zh': '马铃薯', 'rcs': 0.6352267861366272, 'w': 0.5}]",0.8494861,0.8585923,0.8540392,0.41253394,0.2965405,0.35453722,0.5253638030100094
58,chips,movie,M+E-,薯片,电影,5,5,0.01134582795202732,0.05104108154773712,0.0,0.009606286883354187,0.0,0.8549594879150391,片,电影,0.2534704208374023,0.40373095870018,0.21373987197875977,1.0,0.04494382068514824,"[{'zh': '薯片', 'rcs': 0.4061576426029205, 'w': 0.39313006220577895}, {'zh': '薯条', 'rcs': 0.4132479429244995, 'w': 0.39313006220577895}]",[],0.8494861,0.75840205,0.8039441,0.41253394,0.6955069,0.5540204,1.1323187409465898
59,chips,poker,M-E+,薯片,扑克,5,5,0.21336530148983002,0.014042709954082966,0.11874999850988388,0.0,19.0,0.0,,,,,,,,,,0.8494861,0.6640656,0.75677586,0.41253394,0.024044998,0.21828946,0.6552541010527702
60,chop,knife,M+E+,劈,刀子,4,5,0.31608670949935913,0.1682540327310562,0.11052631586790085,0.025491395965218544,21.0,2.702087879180908,砍,刀,0.2859668731689453,0.4517486691474914,0.49728140234947205,0.31963059306144714,0.1603773534297943,"[{'zh': '劈', 'rcs': 0.3510035276412964, 'w': 0.5027185974379433}]","[{'zh': '刀子', 'rcs': 0.5002323985099792, 'w': 0.6803694095529377}]",0.6405899,0.8075766,0.72408324,0.25464034,0.6887677,0.471704,0.9141284920778804
61,chop,log,M+E-,劈,木头,4,3,0.06255979090929031,0.17600177228450775,0.0,0.02872677519917488,0.0,2.0108742713928223,劈,木头,0.3510035276412964,0.2718109786510467,0.5027185678482056,1.0,0.05714285746216774,"[{'zh': '砍', 'rcs': 0.2859668731689453, 'w': 0.4972814025620566}]",[],0.6405899,0.61934423,0.6299671,0.25464034,0.2735067,0.26407352,0.664925170118607
62,chop,pork,M-E+,劈,猪肉,4,4,0.3766520917415619,0.027146803215146065,0.08947368711233139,0.0,17.0,0.0,,,,,,,,,,0.6405899,0.8564856,0.7485378,0.25464034,0.5490882,0.40186426,0.3215265385765177
63,juice,orange,M+E+,果汁,橙汁,5,6,0.4837367534637451,0.12358962744474411,0.34328359365463257,0.0182076133787632,69.0,1.9664220809936523,果汁,橙子,0.6015601754188538,0.3725557923316955,0.8193425536155701,0.20000000298023224,0.1111111119389534,"[{'zh': '汽油', 'rcs': 0.2952397167682647, 'w': 0.18065745538948738}]","[{'zh': '橙汁', 'rcs': 0.3125021755695343, 'w': 0.2}, {'zh': '橘色', 'rcs': 0.4478543996810913, 'w': 0.2}, {'zh': '橘子', 'rcs': 0.2898399233818054, 'w': 0.2}, {'zh': '橙色', 'rcs': 0.3954050242900848, 'w': 0.2}]",0.8238368,0.818682,0.8212594,0.23336983,0.47633475,0.3548523,0.5402635596033732
64,juice,auto,M+E-,果汁,汽车,5,4,0.004882819019258022,0.0909610316157341,0.0,0.04516436532139778,0.0,5.419723987579346,汽油,汽车,0.2952397167682647,0.4339776635169983,0.18065746128559113,1.0,0.25,"[{'zh': '果汁', 'rcs': 0.6015601754188538, 'w': 0.8193425446105127}]",[],0.8238368,0.7357835,0.7798102,0.23336983,0.04260072,0.13798527,1.1783554022826688
65,juice,box,M-E+,果汁,盒子,5,3,0.03494416922330856,0.03178727999329567,0.03482586890459061,0.0,7.0,0.0,,,,,,,,,,0.8238368,0.73905814,0.78144747,0.23336983,0.108495235,0.17093253,1.168954819904697
66,kidney,urine,M+E+,肾,尿,6,5,0.2914451062679291,0.2354641854763031,0.06437768042087555,0.026308845728635788,15.0,1.9731634855270386,肾,尿,0.6341255307197571,0.544859766960144,1.0,0.6577211618423462,0.03999999910593033,[],"[{'zh': '小便', 'rcs': 0.3024432063102722, 'w': 0.342278844307838}]",0.78879136,0.7513646,0.77007794,0.1464943,0.56721705,0.3568557,0.5311879144628526
67,kidney,apple,M+E-,肾,苹果,6,5,0.06251191347837448,0.10209999978542328,0.0,0.07999999821186066,0.0,6.0,肾,苹果,0.6341255307197571,0.4181903004646301,1.0,1.0,0.07999999821186066,[],[],0.78879136,0.8419381,0.8153647,0.1464943,0.2277003,0.1870973,0.6853080628232351
68,kidney,bean,M-E+,肾,豆豆,6,4,0.23862041532993317,0.013399999588727951,0.15021459758281708,0.0,35.0,0.0,,,,,,,,,,0.78879136,0.8341423,0.8114668,0.1464943,0.22804466,0.18726948,0.9890182260008457
69,knight,sword,M+E+,骑士,剑,6,5,0.42133304476737976,0.14389346539974213,0.10050251334905624,0.02087360806763172,20.0,2.463085412979126,骑士,剑,0.3701637685298919,0.3996585011482239,0.7538077235221863,0.6535049676895142,0.04237288236618042,"[{'zh': '爵士', 'rcs': 0.2292007505893707, 'w': 0.24619225649468346}]","[{'zh': '刀', 'rcs': 0.3880504071712494, 'w': 0.3464950224921284}]",0.7385294,0.7492657,0.74389756,0.33574829,0.34472117,0.34023473,0.5027117658816388
70,knight,music,M+E-,骑士,音乐,6,5,0.006321261171251535,0.04382361099123955,0.0,0.028575580567121506,0.0,2.771831512451172,爵士,音乐,0.2292007505893707,0.435087114572525,0.24619226157665253,0.3882347643375397,0.2989690601825714,"[{'zh': '骑士', 'rcs': 0.3701637685298919, 'w': 0.7538077435053165}]","[{'zh': '乐谱', 'rcs': 0.2720466256141662, 'w': 0.38823476818978614}, {'zh': '乐曲', 'rcs': 0.3667509257793426, 'w': 0.2235304636204278}]",0.7385294,0.8164149,0.77747214,0.33574829,0.3563554,0.34605184,1.147481340470024
71,knight,white,M-E+,骑士,白,6,5,0.07620950043201447,0.013643920421600342,0.05025125667452812,0.0,10.0,0.0,,,,,,,,,,0.7385294,0.7987871,0.7686583,0.33574829,0.652965,0.49435663,1.3976568380118017
72,laser,surgery,M+E+,激光,手术,5,7,0.1957014799118042,0.2700999975204468,0.06598984450101852,0.1489361673593521,13.0,14.0,激光,手术,0.5724965333938599,0.5506819486618042,1.0,1.0,0.1489361673593521,[],[],0.7685543,0.787066,0.7778101,0.2512124,0.16315109,0.20718174,1.219312864350448
73,laser,arms,M+E-,激光,武器,5,4,0.04222150146961212,0.11571867018938065,0.0,0.030501727014780045,0.0,2.8671622276306152,激光,武器,0.5724965333938599,0.2963938415050506,1.0,0.573432445526123,0.05319149047136307,[],"[{'zh': '兵器', 'rcs': 0.2892235517501831, 'w': 0.4265675521178863}]",0.7685543,0.5700322,0.6692932,0.2512124,0.08172515,0.16646877,1.2415755598698641
74,laser,space,M-E+,激光,空间,5,5,0.15411540865898132,0.023046188056468964,0.015228426083922386,0.0,3.0,0.0,,,,,,,,,,0.7685543,0.6740433,0.7212988,0.2512124,0.266436,0.2588242,1.4270234890624378
75,laugh,teeth,M+E+,大笑,牙,5,5,0.07514019310474396,0.03626198694109917,0.0258620698004961,0.0135000329464674,3.0,1.1610027551651,大笑,牙齿,0.4641201496124267,0.5494320392608643,0.38989385962486267,0.4962901175022125,0.06976744532585144,"[{'zh': '笑声', 'rcs': 0.4315326511859894, 'w': 0.3539020323843083}, {'zh': '笑', 'rcs': 0.4041086435317993, 'w': 0.25620411067862575}]","[{'zh': '牙', 'rcs': 0.283527672290802, 'w': 0.5037098760926835}]",0.75537825,0.77567595,0.7655271,0.26593342,0.3219151,0.29392427,0.7173814068855371
76,laugh,voice,M+E-,大笑,声音,5,5,0.07412134855985641,0.11646916717290878,0.0,0.0140159223228693,0.0,1.4156081676483154,笑声,声音,0.4315326511859894,0.4346926212310791,0.35390204191207886,1.0,0.039603959769010544,"[{'zh': '大笑', 'rcs': 0.4641201496124267, 'w': 0.389893856937066}, {'zh': '笑', 'rcs': 0.4041086435317993, 'w': 0.25620411067862575}]",[],0.75537825,0.7235539,0.7394661,0.26593342,0.20194404,0.23393872,0.18616747121786367
77,laugh,belly,M-E+,大笑,肚子,5,5,0.12846992909908295,0.01906581036746502,0.0258620698004961,0.0,3.0,0.0,,,,,,,,,,0.75537825,0.7772397,0.76630896,0.26593342,0.24125734,0.25359538,0.9349151210373019
78,lick,cat,M+E+,舔,猫,4,3,0.13671281933784485,0.19910000264644623,0.01886792480945587,0.043478261679410934,4.0,5.0,舔,猫,0.3550833761692047,0.4880292117595672,1.0,1.0,0.043478261679410934,[],[],0.8102749,0.82852244,0.81939864,0.59915155,0.70452857,0.6518401,1.1328334140708958
79,lick,bone,M+E-,舔,骨,4,4,0.07303119450807571,0.1160864382982254,0.0,0.04563146084547043,0.0,5.247617721557617,舔,舌头,0.3550833761692047,0.4872653484344482,1.0,0.22815729677677155,0.20000000298023224,[],"[{'zh': '骨', 'rcs': 0.535764753818512, 'w': 0.5007268142487543}, {'zh': '骨头', 'rcs': 0.5531677603721619, 'w': 0.27111589079686227}]",0.8102749,0.7707477,0.7905113,0.59915155,0.30005962,0.44960558,0.5877057532615045
80,lick,stick,M-E+,舔,放置,4,5,0.17358741164207458,0.025354821234941483,0.01886792480945587,0.0,4.0,0.0,,,,,,,,,,0.8102749,0.69549215,0.75288355,0.59915155,0.023742562,0.31144705,1.2766935386596523
81,meat,beef,M+E+,肉,牛肉,4,4,0.5472329258918762,0.6776000261306763,0.13684210181236267,0.05263157933950424,26.0,7.0,肉,牛肉,0.5685207843780518,0.6528488397598267,1.0,1.0,0.05263157933950424,[],[],0.8459676,0.85176283,0.8488652,0.49032253,0.40743673,0.44887963,0.4551550940699419
82,meat,touch,M+E-,肉,触摸,4,5,0.017573438584804535,0.14212583005428314,0.0,0.02070513926446438,0.0,2.7537834644317627,肉,吃,0.5685207843780518,0.2017240822315216,1.0,0.30597594380378723,0.06766917556524277,[],"[{'zh': '触摸', 'rcs': 0.3498248159885406, 'w': 0.6222482817801144}, {'zh': '打', 'rcs': 0.2069639414548874, 'w': 0.07177576707765093}]",0.8459676,0.5634652,0.7047164,0.49032253,0.24174066,0.3660316,1.271884671501197
83,meat,market,M-E+,肉,市场,4,6,0.16029244661331177,0.03304571285843849,0.021052632480859756,0.0,4.0,0.0,,,,,,,,,,0.8459676,0.771651,0.8088093,0.49032253,0.09831905,0.2943208,0.9933660643894181
84,media,news,M+E+,媒体,新闻,5,4,0.370339959859848,0.17729327082633972,0.14009661972522736,0.054026469588279724,29.0,6.05096435546875,媒体,新闻,0.3585670590400696,0.4185450077056885,0.5,0.7118781805038452,0.1517857164144516,"[{'zh': '传媒', 'rcs': 0.2715575098991394, 'w': 0.5}]","[{'zh': '消息', 'rcs': 0.2309300005435943, 'w': 0.2881218429053617}]",0.7705258,0.7357612,0.75314355,0.5171616,0.16517748,0.34116954,1.1944648668859745
85,media,campus,M+E-,媒体,校园,5,6,0.030409127473831177,0.014911397360265255,0.0,0.008487221784889698,0.0,1.0354410409927368,传媒,大学,0.2715575098991394,0.2137802988290786,0.5,0.1479201465845108,0.1147540956735611,"[{'zh': '媒体', 'rcs': 0.3585670590400696, 'w': 0.5}]","[{'zh': '校园', 'rcs': 0.3047914206981659, 'w': 0.8520798559841679}]",0.7705258,0.68898064,0.72975326,0.5171616,0.26682115,0.39199138,1.181322401763955
86,media,mass,M-E+,媒体,大多数,5,4,0.05999176576733589,0.018570706248283386,0.02415458858013153,0.0,5.0,0.0,,,,,,,,,,0.7705258,0.6085891,0.68955743,0.5171616,0.17297293,0.34506726,0.5190145928736115
87,milk,white,M+E+,牛奶,白,4,5,0.0985090509057045,0.02449999935925007,0.19745223224163055,0.013274336233735085,31.0,1.5,牛奶,白色,0.6177763938903809,0.4515153765678406,0.5,0.25,0.10619468986988068,"[{'zh': '奶', 'rcs': 0.5055748224258423, 'w': 0.5}]","[{'zh': '白', 'rcs': 0.2417072206735611, 'w': 0.25}, {'zh': '雪白', 'rcs': 0.4313930571079254, 'w': 0.25}, {'zh': '白色的', 'rcs': 0.4358446896076202, 'w': 0.25}]",0.8443462,0.7987871,0.8215667,0.17669687,0.652965,0.41483092,1.3165070925871973
88,milk,mum,M+E-,牛奶,妈,4,3,0.040999576449394226,0.06512351334095001,0.0,0.010721640661358833,0.0,1.1686588525772095,奶,妈,0.5055748224258423,0.3762714564800262,0.5,0.5843294262886047,0.03669724613428116,"[{'zh': '牛奶', 'rcs': 0.6177763938903809, 'w': 0.5}]","[{'zh': '妈妈', 'rcs': 0.4451901316642761, 'w': 0.41567056225558385}]",0.8443462,0.72782457,0.78608537,0.17669687,0.3069125,0.24180469,0.9706042038094956
89,milk,baby,M-E+,牛奶,小孩,4,4,0.06749771535396576,0.023960569873452187,0.025477707386016846,0.0,4.0,0.0,,,,,,,,,,0.8443462,0.73960555,0.79197586,0.17669687,0.19951873,0.18810779,1.3448124344494312
90,monkey,banana,M+E+,猴子,香蕉,6,6,0.17200368642807007,0.1361035704612732,0.10762331634759903,0.03247908130288124,24.0,2.7607216835021973,猴子,香蕉,0.4993607997894287,0.5577446222305298,0.3943888247013092,1.0,0.08235294371843338,"[{'zh': '猴', 'rcs': 0.4219879508018493, 'w': 0.39438882057389607}, {'zh': '捣蛋鬼', 'rcs': 0.3786680400371551, 'w': 0.21122235885220783}]",[],0.803336,0.8444719,0.8239039,0.5658823,0.8898525,0.7278674,0.6225648570610016
91,monkey,person,M+E-,猴子,人,6,6,0.034276332706213,0.03553443402051926,0.0,0.018559474498033524,0.0,1.5775552988052368,猴子,人,0.4993607997894287,0.2342890352010727,0.3943888247013092,1.0,0.0470588244497776,"[{'zh': '猴', 'rcs': 0.4219879508018493, 'w': 0.39438882057389607}, {'zh': '捣蛋鬼', 'rcs': 0.3786680400371551, 'w': 0.21122235885220783}]",[],0.803336,0.69399196,0.748664,0.5658823,0.08301145,0.3244469,1.013834476260887
92,monkey,wrench,M-E+,猴子,扳手,6,6,0.10762462764978409,0.02074485272169113,0.013452914543449879,0.0,3.0,0.0,,,,,,,,,,0.803336,0.7390088,0.7711724,0.5658823,0.29183486,0.42885858,1.1529444802170867
93,motion,movement,M+E+,动作,进步,6,8,0.37575745582580566,0.03867122903466225,0.15048544108867645,0.011093296110630035,31.0,1.3311954736709595,动,运动,0.2037381082773208,0.345899760723114,0.4110391438007355,0.40482625365257263,0.06666667014360428,"[{'zh': '动作', 'rcs': 0.2580753862857818, 'w': 0.4110391564354223}, {'zh': '移动', 'rcs': 0.2366111874580383, 'w': 0.17792168712915535}]","[{'zh': '进步', 'rcs': 0.2919689416885376, 'w': 0.5951737585287443}]",0.7093724,0.62111986,0.6652461,0.14263941,0.13152725,0.13708332,0.9921812891293321
94,motion,movie,M+E-,动作,电影,6,5,0.03787009045481682,0.055202554911375046,0.0,0.05708877369761467,0.0,6.165586948394775,动作,电影,0.2580753862857818,0.40373095870018,0.4110391438007355,1.0,0.1388888955116272,"[{'zh': '动', 'rcs': 0.2037381082773208, 'w': 0.4110391564354223}, {'zh': '移动', 'rcs': 0.2366111874580383, 'w': 0.17792168712915535}]",[],0.7093724,0.75840205,0.7338872,0.14263941,0.6955069,0.41907313,1.3430066618385386
95,motion,sickness,M-E+,动作,疾病,6,8,0.06941450387239456,0.003272182308137417,0.033980581909418106,0.0,7.0,0.0,,,,,,,,,,0.7093724,0.7799919,0.7446822,0.14263941,0.22926068,0.18595004,1.1268480124943485
96,nail,metal,M+E+,钉,金属,4,5,0.16370761394500732,0.09039510041475296,0.06870228797197342,0.014694567769765854,9.0,1.2343436479568481,钉,金属,0.494232714176178,0.4880557358264923,0.4114478826522827,1.0,0.0357142873108387,"[{'zh': '指甲', 'rcs': 0.4805534183979034, 'w': 0.41144787488859724}, {'zh': '钉子', 'rcs': 0.4445976316928863, 'w': 0.17710425022280543}]",[],0.7656059,0.79557395,0.78058994,0.11914565,0.69042593,0.40478578,0.488954245361935
97,nail,oil,M+E-,钉,油,4,3,0.02157030627131462,0.07410331070423126,0.0,0.03474926948547363,0.0,2.3282008171081543,指甲,油,0.4805534183979034,0.4368906319141388,0.4114478826522827,0.8083651661872864,0.10447761416435242,"[{'zh': '钉', 'rcs': 0.494232714176178, 'w': 0.41144787488859724}, {'zh': '钉子', 'rcs': 0.4445976316928863, 'w': 0.17710425022280543}]","[{'zh': '石油', 'rcs': 0.476806104183197, 'w': 0.19163481615261352}]",0.7656059,0.73983413,0.75272,0.11914565,0.23999403,0.17956984,0.6462289673840453
98,nail,bed,M-E+,钉,底层,4,3,0.040400125086307526,0.01277545653283596,0.030534351244568825,0.0,4.0,0.0,,,,,,,,,,0.7656059,0.7466802,0.7561431,0.11914565,0.49461982,0.30688274,1.3394285544199738
99,navy,blue,M+E+,海军,蓝色,4,4,0.18816573917865753,0.11050000041723251,0.1991869956254959,0.023364486172795296,49.0,2.5,海军,蓝色,0.5721511244773865,0.3801732659339905,1.0,0.5,0.04672897234559059,[],"[{'zh': '蓝', 'rcs': 0.3567917346954345, 'w': 0.5}]",0.82606906,0.81527954,0.8206743,0.42394558,0.55630505,0.4901253,0.7643721814723566
100,navy,white,M+E-,海军,白,4,5,0.032801996916532516,0.019075000658631325,0.0,0.011682243086397648,0.0,1.25,海军,白色,0.5721511244773865,0.4515153765678406,1.0,0.25,0.04672897234559059,[],"[{'zh': '白', 'rcs': 0.2417072206735611, 'w': 0.25}, {'zh': '雪白', 'rcs': 0.4313930571079254, 'w': 0.25}, {'zh': '白色的', 'rcs': 0.4358446896076202, 'w': 0.25}]",0.82606906,0.7987871,0.8124281,0.42394558,0.652965,0.5384553,1.1359064998530444
101,navy,bean,M-E+,海军,豆豆,4,4,0.08242911100387573,0.005366667173802853,0.020325202494859695,0.0,5.0,0.0,,,,,,,,,,0.82606906,0.8341423,0.83010566,0.42394558,0.22804466,0.32599512,1.2301662220889498
102,nerve,brain,M+E+,神经,脑,5,5,0.2486272156238556,0.16289006173610687,0.12138728052377701,0.03152059018611908,21.0,3.908553123474121,神经,大脑,0.5768988132476807,0.5517149567604065,1.0,0.3908553123474121,0.08064515888690948,[],"[{'zh': '脑', 'rcs': 0.4921719133853912, 'w': 0.47670489913630926}, {'zh': '智力', 'rcs': 0.3047632277011871, 'w': 0.13243978150903857}]",0.6554417,0.7237043,0.689573,0.31645396,0.16811858,0.24228626,0.9943916325217061
103,nerve,network,M+E-,神经,网络,5,7,0.06505902856588364,0.062199998646974564,0.0,0.024193547666072845,0.0,3.0,神经,网络,0.5768988132476807,0.322317510843277,1.0,1.0,0.024193547666072845,[],[],0.6554417,0.7353553,0.6953985,0.31645396,0.5686431,0.4425485,1.179103182827915
104,nerve,steel,M-E+,神经,钢,5,5,0.04062088206410408,0.0166923850774765,0.028901733458042145,0.0,5.0,0.0,,,,,,,,,,0.6554417,0.7872494,0.72134554,0.31645396,0.5706547,0.44355434,0.9248970332206491
105,note,music,M+E+,音符,音乐,4,5,0.19658523797988892,0.1800861805677414,0.1434262990951538,0.05001088231801987,36.0,5.951294898986816,音符,音乐,0.3429398536682129,0.435087114572525,0.6131645441055298,0.3882347643375397,0.21008403599262238,"[{'zh': '记录', 'rcs': 0.2945465743541717, 'w': 0.20296655820800996}, {'zh': '音调', 'rcs': 0.3171283304691314, 'w': 0.1838689012505353}]","[{'zh': '乐谱', 'rcs': 0.2720466256141662, 'w': 0.38823476818978614}, {'zh': '乐曲', 'rcs': 0.3667509257793426, 'w': 0.2235304636204278}]",0.5172766,0.8164149,0.66684574,0.45798734,0.3563554,0.40717137,0.7944180406473837
106,note,leap,M+E-,音符,跳跃,4,4,0.02123483642935753,0.10613878071308136,0.0,0.020610574632883072,0.0,2.452658176422119,音符,跳跃,0.3429398536682129,0.2716983556747436,0.6131645441055298,1.0,0.03361344709992409,"[{'zh': '记录', 'rcs': 0.2945465743541717, 'w': 0.20296655820800996}, {'zh': '音调', 'rcs': 0.3171283304691314, 'w': 0.1838689012505353}]",[],0.5172766,0.6972972,0.60728693,0.45798734,0.0020978816,0.2300426,1.3264854371442667
107,note,letter,M-E+,音符,书信,4,6,0.35125547647476196,0.026885779574513435,0.04780876636505127,0.0,12.0,0.0,,,,,,,,,,0.5172766,0.72047174,0.6188742,0.45798734,0.36632788,0.4121576,1.001822005324433
108,palm,tree,M+E+,棕榈树,大树,4,4,0.15515504777431488,0.18191534280776978,0.44516128301620483,0.012045060284435749,69.0,1.1683708429336548,棕榈树,树,0.4547617137432098,0.3510806560516357,1.0,0.38945695757865906,0.030927835032343864,[],"[{'zh': '大树', 'rcs': 0.3920817971229553, 'w': 0.3894569459129817}, {'zh': '树木', 'rcs': 0.4441355466842651, 'w': 0.22108610817403662}]",0.7461882,0.80540377,0.775796,0.31641984,0.4329255,0.37467265,0.8747416194724215
109,palm,timber,M+E-,棕榈树,树木,4,6,0.0719391480088234,0.2656303346157074,0.0,0.019380446523427963,0.0,1.8799033164978027,棕榈树,树木,0.4547617137432098,0.3935052156448364,1.0,0.626634418964386,0.030927835032343864,[],"[{'zh': '木材', 'rcs': 0.4957786202430725, 'w': 0.37336558992450924}]",0.7461882,0.7190048,0.7325965,0.31641984,0.29556286,0.30599135,1.3251614270807242
110,palm,reader,M-E+,棕榈树,读者,4,6,0.10846719145774841,0.02669999934732914,0.03870967775583267,0.0,6.0,0.0,,,,,,,,,,0.7461882,0.73754823,0.74186826,0.31641984,0.18726555,0.25184268,1.3945969308917334
111,papa,mama,M+E+,爸爸,大妈,4,4,0.48952654004096985,0.14974892139434814,0.2293577939271927,0.055113133043050766,25.0,7.715838432312012,爸爸,妈妈,0.3902774453163147,0.4193300902843475,1.0,0.2143288403749466,0.2571428716182709,[],"[{'zh': '大妈', 'rcs': 0.3528442680835724, 'w': 0.7856711614554388}]",0.70735765,0.6280759,0.66771674,0.33076245,0.58103603,0.45589924,0.4963581334544491
112,papa,bloke,M+E-,爸爸,男人,4,5,0.07290518283843994,0.1865944266319275,0.0,0.015378663316369057,0.0,2.153012752532959,爸爸,男人,0.3902774453163147,0.3848049640655517,1.0,0.7176709175109863,0.02142857201397419,[],"[{'zh': '家伙', 'rcs': 0.4022364318370819, 'w': 0.28232908843550797}]",0.70735765,0.68595093,0.6966543,0.33076245,0.14578894,0.23827569,1.384302675992357
113,papa,potato,M-E+,爸爸,马铃薯,4,6,0.14930766820907593,0.00930000003427267,0.08256880939006805,0.0,9.0,0.0,,,,,,,,,,0.70735765,0.8585923,0.78297496,0.33076245,0.2965405,0.31365147,1.269068386166242
114,peach,pear,M+E+,桃子,梨,5,4,0.5025886297225952,0.21680636703968048,0.1130952388048172,0.019114933907985687,19.0,1.720344066619873,桃子,梨,0.4308467805385589,0.4103727638721466,0.43008601665496826,1.0,0.04444444552063942,"[{'zh': '桃', 'rcs': 0.4020262956619262, 'w': 0.43008602373517}, {'zh': '粉红色', 'rcs': 0.2817367613315582, 'w': 0.13982795252965993}]",[],0.83259237,0.8297776,0.831185,0.33207098,0.8269221,0.57949656,0.9688889546513637
115,peach,booty,M+E-,桃子,屁股,5,5,0.04504431411623955,0.11689738184213638,0.0,0.019114933907985687,0.0,1.720344066619873,桃子,屁股,0.4308467805385589,0.211815521121025,0.43008601665496826,1.0,0.04444444552063942,"[{'zh': '桃', 'rcs': 0.4020262956619262, 'w': 0.43008602373517}, {'zh': '粉红色', 'rcs': 0.2817367613315582, 'w': 0.13982795252965993}]",[],0.83259237,0.62284213,0.7277173,0.33207098,0.035338357,0.18370467,0.5058041728493857
